Eu _ um presente.|quis
Ela _ participar.|quis
Nós _ ajudar.|quisemos
Eles _ descansar.|quiseram
Tu _ aprender.|quiseste
Ele _ tentar.|quis
Vocês _ vencer.|quiseram
Eu _ entender.|quis
Elas _ perguntar.|quiseram
Nós _ colaborar.|quisemos
Eu _ resolver.|quis
Ela _ concordar.|quis
Nós _ liderar.|quisemos
Eles _ sonhar.|quiseram
Tu _ compreender.|quiseste
Ele _ ousar.|quis
Vocês _ investigar.|quiseram
Eu _ ousar.|quis
Elas _ explorar.|quiseram
Nós _ contribuir.|quisemos
Eu _ perguntar.|quis
Ela _ vencer.|quis
Nós _ solucionar.|quisemos
Eles _ concordar.|quiseram
Tu _ liderar.|quiseste
Ele _ participar.|quis
Vocês _ ajudar.|quiseram
Eu _ descansar.|quis
Elas _ aprender.|quiseram
Nós _ tentar.|quisemos
Eles _ colaborar.|quiseram
Tu _ investigar.|quiseste
Ele _ resolver.|quis
Vocês _ sonhar.|quiseram
Eu _ concordar.|quis
Elas _ vencer.|quiseram
Nós _ explorar.|quisemos
Eles _ entender.|quiseram
Tu _ perguntar.|quiseste
Ele _ colaborar.|quis
Vocês _ resolver.|quiseram
Eu _ liderar.|quis
Elas _ ousar.|quiseram
Nós _ investigar.|quisemos
Eles _ compreender.|quiseram
Tu _ solucionar.|quiseste
Ele _ explorar.|quis
Vocês _ contribuir.|quiseram
