Eu _ no horário.|vim
Ela _ mais cedo.|veio
Nós _ em seguida.|viemos
Eles _ juntos.|vieram
Tu _ depois.|vieste
Ele _ com pressa.|veio
Vocês _ na sequência.|vieram
Eu _ a pé.|vim
Elas _ a cavalo.|vieram
Nós _ de longe.|viemos
Eu _ logo após.|vim
Ela _ de longe.|veio
Nós _ à frente.|viemos
Eles _ juntos.|vieram
Tu _ a seguir.|vieste
Ele _ ao mesmo tempo.|veio
Vocês _ em conjunto.|vieram
Eu _ rapidamente.|vim
Elas _ devagar.|vieram
Nós _ calmamente.|viemos
Eu _ de repente.|vim
Ela _ sem demora.|veio
Nós _ imediatamente.|viemos
Eles _ na sequência.|vieram
Tu _ silenciosamente.|vieste
Ele _ à noite.|veio
Vocês _ de longe.|vieram
Eu _ ao amanhecer.|vim
Elas _ durante a tarde.|vieram
Nós _ à meia-noite.|viemos
Eles _ ao entardecer.|vieram
Tu _ na madrugada.|vieste
Ele _ no fim do dia.|veio
Vocês _ de manhã cedo.|vieram
Eu _ ao meio-dia.|vim
Elas _ à noite.|vieram
Nós _ de madrugada.|viemos
Eles _ ao pôr do sol.|vieram
Tu _ ao alvorecer.|vieste
Ele _ ao anoitecer.|veio
Vocês _ ao entardecer.|vieram
Eu _ à tarde.|vim
Elas _ pela manhã.|vieram
Nós _ pela noite.|viemos
Eles _ pelo dia.|vieram
Tu _ ao cair da noite.|vieste
Ele _ ao cair do dia.|veio
Vocês _ ao romper do dia.|vieram
